sample,frame,type,emu_pc,emu_a,emu_x,emu_y,emu_sp,emu_status,nmi_ctr,last_nmi,irq_count,int_cond,mapper_bank,cache_idx,info
2213,473,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,47,80,00,00,old=80 new=00 emu_pc=2CB3
2214,473,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,48,00,00,00,emu_pc=2CB3 status=B1 count=158
2215,473,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,48,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2216,473,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,48,00,00,00,val=00 nmi_ctr=00
2217,473,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,48,00,00,00,old=00 new=80 emu_pc=2B0F
2218,473,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,48,80,00,00,count=316
2219,474,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,48,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3623 run=2048 render=316 irq6502=158
2220,474,INT_COND,2B5C,00,1D,BE,F2,36,00,00,48,80,00,00,old=80 new=00 emu_pc=2B5C
2221,474,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,48,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2222,475,FRAME,2CB0,00,1D,BE,F9,B1,00,00,48,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3645 run=2060 render=316 irq6502=158
2223,475,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,48,00,00,00,val=01 nmi_ctr=01
2224,475,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,48,00,00,00,old=00 new=80 emu_pc=2CB3
2225,475,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,48,80,00,00,count=317
2226,476,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,48,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3645 run=2060 render=317 irq6502=158
2227,476,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,48,80,00,00,old=80 new=00 emu_pc=2CB3
2228,476,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,49,00,00,00,emu_pc=2CB3 status=B1 count=159
2229,476,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,49,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2230,476,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,49,00,00,00,val=00 nmi_ctr=00
2231,476,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,49,00,00,00,old=00 new=80 emu_pc=2B0F
2232,476,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,49,80,00,00,count=318
2233,477,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,49,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3646 run=2061 render=318 irq6502=159
2234,477,INT_COND,2B5C,00,1D,BE,F2,36,00,00,49,80,00,00,old=80 new=00 emu_pc=2B5C
2235,477,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,49,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2236,478,FRAME,2CB0,00,1D,BE,F9,B1,00,00,49,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3668 run=2073 render=318 irq6502=159
2237,478,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,49,00,00,00,val=01 nmi_ctr=01
2238,478,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,49,00,00,00,old=00 new=80 emu_pc=2CB3
2239,478,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,49,80,00,00,count=319
2240,479,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,49,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3668 run=2073 render=319 irq6502=159
2241,479,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,49,80,00,00,old=80 new=00 emu_pc=2CB3
2242,479,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,4A,00,00,00,emu_pc=2CB3 status=B1 count=160
2243,479,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,4A,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2244,479,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,4A,00,00,00,val=00 nmi_ctr=00
2245,479,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,4A,00,00,00,old=00 new=80 emu_pc=2B0F
2246,479,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,4A,80,00,00,count=320
2247,480,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,4A,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3669 run=2074 render=320 irq6502=160
2248,480,INT_COND,2B5C,00,1D,BE,F2,36,00,00,4A,80,00,00,old=80 new=00 emu_pc=2B5C
2249,480,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,4A,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2250,481,FRAME,2CB0,00,1D,BE,F9,B1,00,00,4A,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3691 run=2086 render=320 irq6502=160
2251,481,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,4A,00,00,00,val=01 nmi_ctr=01
2252,481,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,4A,00,00,00,old=00 new=80 emu_pc=2CB3
2253,481,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,4A,80,00,00,count=321
2254,482,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,4A,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3691 run=2086 render=321 irq6502=160
2255,482,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,4A,80,00,00,old=80 new=00 emu_pc=2CB3
2256,482,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,4B,00,00,00,emu_pc=2CB3 status=B1 count=161
2257,482,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,4B,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2258,482,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,4B,00,00,00,val=00 nmi_ctr=00
2259,482,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,4B,00,00,00,old=00 new=80 emu_pc=2B0F
2260,482,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,4B,80,00,00,count=322
2261,483,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,4B,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3692 run=2087 render=322 irq6502=161
2262,483,INT_COND,2B5C,00,1D,BE,F2,36,00,00,4B,80,00,00,old=80 new=00 emu_pc=2B5C
2263,483,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,4B,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2264,484,FRAME,2CB0,00,1D,BE,F9,B1,00,00,4B,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3714 run=2099 render=322 irq6502=161
2265,484,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,4B,00,00,00,val=01 nmi_ctr=01
2266,484,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,4B,00,00,00,old=00 new=80 emu_pc=2CB3
2267,484,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,4B,80,00,00,count=323
2268,485,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,4B,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3714 run=2099 render=323 irq6502=161
2269,485,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,4B,80,00,00,old=80 new=00 emu_pc=2CB3
2270,485,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,4C,00,00,00,emu_pc=2CB3 status=B1 count=162
2271,485,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,4C,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2272,485,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,4C,00,00,00,val=00 nmi_ctr=00
2273,485,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,4C,00,00,00,old=00 new=80 emu_pc=2B0F
2274,485,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,4C,80,00,00,count=324
2275,486,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,4C,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3715 run=2100 render=324 irq6502=162
2276,486,INT_COND,2B5C,00,1D,BE,F2,36,00,00,4C,80,00,00,old=80 new=00 emu_pc=2B5C
2277,486,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,4C,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2278,487,FRAME,2CB0,00,1D,BE,F9,B1,00,00,4C,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3737 run=2112 render=324 irq6502=162
2279,487,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,4C,00,00,00,val=01 nmi_ctr=01
2280,487,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,4C,00,00,00,old=00 new=80 emu_pc=2CB3
2281,487,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,4C,80,00,00,count=325
2282,488,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,4C,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3737 run=2112 render=325 irq6502=162
2283,488,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,4C,80,00,00,old=80 new=00 emu_pc=2CB3
2284,488,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,4D,00,00,00,emu_pc=2CB3 status=B1 count=163
2285,488,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,4D,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2286,488,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,4D,00,00,00,val=00 nmi_ctr=00
2287,488,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,4D,00,00,00,old=00 new=80 emu_pc=2B0F
2288,488,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,4D,80,00,00,count=326
2289,489,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,4D,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3738 run=2113 render=326 irq6502=163
2290,489,INT_COND,2B5C,00,1D,BE,F2,36,00,00,4D,80,00,00,old=80 new=00 emu_pc=2B5C
2291,489,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,4D,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2292,490,FRAME,2CB0,00,1D,BE,F9,B1,00,00,4D,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3760 run=2125 render=326 irq6502=163
2293,490,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,4D,00,00,00,val=01 nmi_ctr=01
2294,490,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,4D,00,00,00,old=00 new=80 emu_pc=2CB3
2295,490,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,4D,80,00,00,count=327
2296,491,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,4D,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3760 run=2125 render=327 irq6502=163
2297,491,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,4D,80,00,00,old=80 new=00 emu_pc=2CB3
2298,491,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,4E,00,00,00,emu_pc=2CB3 status=B1 count=164
2299,491,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,4E,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2300,491,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,4E,00,00,00,val=00 nmi_ctr=00
2301,491,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,4E,00,00,00,old=00 new=80 emu_pc=2B0F
2302,491,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,4E,80,00,00,count=328
2303,492,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,4E,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3761 run=2126 render=328 irq6502=164
2304,492,INT_COND,2B5C,00,1D,BE,F2,36,00,00,4E,80,00,00,old=80 new=00 emu_pc=2B5C
2305,492,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,4E,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2306,493,FRAME,2CB0,00,1D,BE,F9,B1,00,00,4E,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3783 run=2138 render=328 irq6502=164
2307,493,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,4E,00,00,00,val=01 nmi_ctr=01
2308,493,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,4E,00,00,00,old=00 new=80 emu_pc=2CB3
2309,493,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,4E,80,00,00,count=329
2310,494,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,4E,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3783 run=2138 render=329 irq6502=164
2311,494,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,4E,80,00,00,old=80 new=00 emu_pc=2CB3
2312,494,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,4F,00,00,00,emu_pc=2CB3 status=B1 count=165
2313,494,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,4F,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2314,494,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,4F,00,00,00,val=00 nmi_ctr=00
2315,494,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,4F,00,00,00,old=00 new=80 emu_pc=2B0F
2316,494,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,4F,80,00,00,count=330
2317,495,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,4F,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3784 run=2139 render=330 irq6502=165
2318,495,INT_COND,2B5C,00,1D,BE,F2,36,00,00,4F,80,00,00,old=80 new=00 emu_pc=2B5C
2319,495,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,4F,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2320,496,FRAME,2CB0,00,1D,BE,F9,B1,00,00,4F,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3806 run=2151 render=330 irq6502=165
2321,496,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,4F,00,00,00,val=01 nmi_ctr=01
2322,496,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,4F,00,00,00,old=00 new=80 emu_pc=2CB3
2323,496,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,4F,80,00,00,count=331
2324,497,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,4F,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3806 run=2151 render=331 irq6502=165
2325,497,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,4F,80,00,00,old=80 new=00 emu_pc=2CB3
2326,497,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,50,00,00,00,emu_pc=2CB3 status=B1 count=166
2327,497,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,50,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2328,497,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,50,00,00,00,val=00 nmi_ctr=00
2329,497,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,50,00,00,00,old=00 new=80 emu_pc=2B0F
2330,497,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,50,80,00,00,count=332
2331,498,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,50,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3807 run=2152 render=332 irq6502=166
2332,498,INT_COND,2B5C,00,1D,BE,F2,36,00,00,50,80,00,00,old=80 new=00 emu_pc=2B5C
2333,498,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,50,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2334,499,FRAME,2CB0,00,1D,BE,F9,B1,00,00,50,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3829 run=2164 render=332 irq6502=166
2335,499,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,50,00,00,00,val=01 nmi_ctr=01
2336,499,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,50,00,00,00,old=00 new=80 emu_pc=2CB3
2337,499,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,50,80,00,00,count=333
2338,500,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,50,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3829 run=2164 render=333 irq6502=166
2339,500,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,50,80,00,00,old=80 new=00 emu_pc=2CB3
2340,500,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,51,00,00,00,emu_pc=2CB3 status=B1 count=167
2341,500,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,51,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2342,500,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,51,00,00,00,val=00 nmi_ctr=00
2343,500,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,51,00,00,00,old=00 new=80 emu_pc=2B0F
2344,500,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,51,80,00,00,count=334
2345,501,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,51,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3830 run=2165 render=334 irq6502=167
2346,501,INT_COND,2B5C,00,1D,BE,F2,36,00,00,51,80,00,00,old=80 new=00 emu_pc=2B5C
2347,501,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,51,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2348,502,FRAME,2CB0,00,1D,BE,F9,B1,00,00,51,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3852 run=2177 render=334 irq6502=167
2349,502,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,51,00,00,00,val=01 nmi_ctr=01
2350,502,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,51,00,00,00,old=00 new=80 emu_pc=2CB3
2351,502,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,51,80,00,00,count=335
2352,503,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,51,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3852 run=2177 render=335 irq6502=167
2353,503,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,51,80,00,00,old=80 new=00 emu_pc=2CB3
2354,503,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,52,00,00,00,emu_pc=2CB3 status=B1 count=168
2355,503,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,52,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2356,503,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,52,00,00,00,val=00 nmi_ctr=00
2357,503,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,52,00,00,00,old=00 new=80 emu_pc=2B0F
2358,503,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,52,80,00,00,count=336
2359,504,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,52,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3853 run=2178 render=336 irq6502=168
2360,504,INT_COND,2B5C,00,1D,BE,F2,36,00,00,52,80,00,00,old=80 new=00 emu_pc=2B5C
2361,504,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,52,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2362,505,FRAME,2CB0,00,1D,BE,F9,B1,00,00,52,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3875 run=2190 render=336 irq6502=168
2363,505,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,52,00,00,00,val=01 nmi_ctr=01
2364,505,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,52,00,00,00,old=00 new=80 emu_pc=2CB3
2365,505,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,52,80,00,00,count=337
2366,506,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,52,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3875 run=2190 render=337 irq6502=168
2367,506,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,52,80,00,00,old=80 new=00 emu_pc=2CB3
2368,506,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,53,00,00,00,emu_pc=2CB3 status=B1 count=169
2369,506,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,53,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2370,506,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,53,00,00,00,val=00 nmi_ctr=00
2371,506,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,53,00,00,00,old=00 new=80 emu_pc=2B0F
2372,506,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,53,80,00,00,count=338
2373,507,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,53,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3876 run=2191 render=338 irq6502=169
2374,507,INT_COND,2B5C,00,1D,BE,F2,36,00,00,53,80,00,00,old=80 new=00 emu_pc=2B5C
2375,507,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,53,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2376,508,FRAME,2CB0,00,1D,BE,F9,B1,00,00,53,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3898 run=2203 render=338 irq6502=169
2377,508,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,53,00,00,00,val=01 nmi_ctr=01
2378,508,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,53,00,00,00,old=00 new=80 emu_pc=2CB3
2379,508,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,53,80,00,00,count=339
2380,509,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,53,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3898 run=2203 render=339 irq6502=169
2381,509,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,53,80,00,00,old=80 new=00 emu_pc=2CB3
2382,509,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,54,00,00,00,emu_pc=2CB3 status=B1 count=170
2383,509,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,54,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2384,509,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,54,00,00,00,val=00 nmi_ctr=00
2385,509,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,54,00,00,00,old=00 new=80 emu_pc=2B0F
2386,509,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,54,80,00,00,count=340
2387,510,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,54,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3899 run=2204 render=340 irq6502=170
2388,510,INT_COND,2B5C,00,1D,BE,F2,36,00,00,54,80,00,00,old=80 new=00 emu_pc=2B5C
2389,510,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,54,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2390,511,FRAME,2CB0,00,1D,BE,F9,B1,00,00,54,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3921 run=2216 render=340 irq6502=170
2391,511,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,54,00,00,00,val=01 nmi_ctr=01
2392,511,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,54,00,00,00,old=00 new=80 emu_pc=2CB3
2393,511,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,54,80,00,00,count=341
2394,512,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,54,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=3921 run=2216 render=341 irq6502=170
2395,512,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,54,80,00,00,old=80 new=00 emu_pc=2CB3
2396,512,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,55,00,00,00,emu_pc=2CB3 status=B1 count=171
2397,512,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,55,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
2398,512,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,55,00,00,00,val=00 nmi_ctr=00
2399,512,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,55,00,00,00,old=00 new=80 emu_pc=2B0F
2400,512,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,55,80,00,00,count=342
2401,513,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,55,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=3922 run=2217 render=342 irq6502=171
2402,513,INT_COND,2B5C,00,1D,BE,F2,36,00,00,55,80,00,00,old=80 new=00 emu_pc=2B5C
2403,513,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,55,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
2404,514,FRAME,2CB0,00,1D,BE,F9,31,00,00,55,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=3944 run=2229 render=342 irq6502=171
2405,514,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,55,00,00,00,val=01 nmi_ctr=01
2406,514,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,55,00,00,00,old=00 new=80 emu_pc=2CB3
2407,514,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,55,80,00,00,count=343
